"species","weight"
"pgfv",7
"pgfv",6
"dior",51
"disp",100
"disp",100
"disp",100
"pgfv",9
"onar",23
"dior",48
"pgfv",6
"dior",42
"dior",52
"pgfv",8
"disp",100
"dime",55
"dior",53
"disp",72
"pgfv",8
"dior",40
"dior",39
"dior",52
"disp",100
"dior",44
"dior",44.5
"dior",51.5
"pgfv",7
"dior",55
"dior",52
"dior",47
"dior",48
"dime",45
"dior",50
"disp",100
"disp",100
"disp",100
"dior",51
"spsp",100
"spsp",97
"spsp",26
"dior",39
"dior",54
"pgfv",7
"disp",100
"dior",53
"dior",39
"disp",100
"dior",49
"pgfv",8.5
"dior",42
"spsp",31.5
"spsp",27.5
"dior",44
"pgfv",8
"dior",38
"spsp",100
"disp",100
"pgfv",6.5
"pmle",17
"disp",118
"disp",68
"disp",126
"dior",41
"dior",30
"dior",42
"disp",62
"pgfv",5
"pgfv",8
"onar",15
"disp",64
"spsp",97
"disp",126
"disp",111
"pgfv",7
"disp",142
"pgfv",7
"pmtr",20
"pmtr",19
"disp",110
"disp",100
"dior",50
"dior",49
"disp",111
"pgfv",9
"disp",91
"spsp",118
"spsp",94
"pmle",27
"pmle",25
"pgfv",6.5
"pgfv",8
"spsp",60
"disp",107
"disp",102
"pgfv",7
"disp",106
"pmtr",19
"disp",106
"dior",52
"pgfv",8
"disp",150
"onar",20
"pgfv",10
"onar",22
"onar",21
"disp",104
"spsp",120
"disp",124
"disp",62
"pgfv",75
"disp",97
"disp",120
"disp",128
"dior",45
"disp",152
"dior",52
"disp",102
"onar",40
"dior",42
"pgfv",8
"disp",140
"disp",82
"pgfv",7
"pgfv",7
"pgfv",8
"pgfv",7
"pgfv",7
"dior",47
"pgfv",7
"pgfv",9
"disp",84
"spsp",120
"disp",114
"remg",18
"pgfv",12
"disp",120
"spsp",108
"disp",154
"disp",116
"disp",156
"dior",43
"onar",24
"dior",58
"disp",34
"pgfv",5.5
"pgfv",5.5
"spsp",106
"pgfv",9
"pgfv",8
"remn",13
"onar",13
"dior",60
"remn",8
"pgfv",9
"disp",100
"onar",29
"remn",11
"disp",138
"nemi",92
"disp",136
"remn",8
"remn",9
"disp",92
"remn",6.5
"pgfv",5
"pgfv",9
"pgfv",9
"pgfv",7
"dior",55
"disp",130
"pgfv",6
"pgfv",7
"remn",9
"pgfv",9
"pgfv",6
"disp",112
"disp",132
"disp",102
"pgfv",8
"onar",21
"disp",130
"disp",118
"onar",31
"dior",54
"remn",6.5
"pgfv",7
"dior",48
"pgfv",8
"pgfv",9
"onar",19
"onar",29
"pgfv",8
"disp",108
"pgfv",8
"pgfv",9
"disp",120
"pgfv",6.5
"remn",9
"spsp",116
"remn",10
"spsp",136
"disp",150
"spsp",106
"disp",144
"onar",22
"disp",124
"remn",8
"spsp",74
"spsp",62
"onar",20
"dior",60
"remn",8
"pgfv",7
"disp",122
"disp",104
"remn",10
"disp",134
"disp",140
"disp",108
"pgfv",8
"disp",104
"pgfv",8
"spsp",124
"spsp",110
"disp",98
"pgfv",8
"dior",36
"disp",140
"pgfv",7
"disp",128
"disp",127
"spsp",130
"dior",42
"dior",46
"disp",150
"pmtr",23
"nemi",73
"nemi",169
"dior",35
"dior",30
"dior",50
"dior",38
"pgfv",9
"nemi",240
"pgfv",8
"pmtr",24
"pgfv",7
"pmtr",28
"spsp",105
"pgfv",5
"disp",80
"disp",119
"disp",100
"nemi",130
"pmtr",19
"pgfv",8
"disp",100
"disp",103
"pmdi",19
"pgfv",9
"pgfv",8
"disp",80
"pmtr",19
"pmtr",20
"disp",100
"disp",119
"pgfv",6
"pgfv",7
"spsp",100
"disp",137
"spsp",128
"dior",42
"disp",92
"nemi",69
"pmdi",18
"spsp",104
"pgfv",6
"spsp",110
"pgfv",7
"dior",32
"spsp",110
"remg",9
"onar",18
"pgfv",9
"disp",120
"disp",100
"disp",124
"disp",130
"pgfv",6
"dior",40
"disp",135
"disp",130
"dior",45
"dior",35
"spsp",114
"disp",120
"dior",40
"disp",146
"disp",108
"disp",148
"dior",40
"disp",112
"pgfv",8
"dior",48
"disp",128
"remn",8
"remn",9
"dior",49
"pgfv",8
"dior",42
"disp",132
"onar",16
"spsp",100
"disp",106
"disp",90
"onar",25
"disp",140
"pgfv",11
"onar",17
"pgfv",8
"onar",20
"remn",9
"pgfv",6
"dior",30
"pgfv",6
"dior",46
"disp",80
"disp",120
"pgfv",7
"disp",119
"pgfv",7
"dior",47
"dior",29
"disp",132
"onar",22
"onar",12
"dior",40
"dior",49
"pgfv",8
"dior",48
"dior",51
"pgfv",7
"pgfv",8
"dior",43
"dior",53
"disp",100
"pgfv",5
"pgfv",7
"dior",43
"pgfv",7
"pgfv",8
"onar",25
"disp",98
"disp",130
"pgfv",7
"pgfv",7
"pgfv",9
"nemi",150
"disp",112
"disp",125
"pgfv",6
"dior",49.5
"disp",149
"dior",51
"disp",123
"disp",121
"disp",132.5
"dior",72
"disp",147
"nemi",192
"pgfv",9
"disp",148
"dime",122
"pgfv",10
"disp",118
"dior",46
"disp",148.5
"nemi",149
"dior",71
"disp",153
"pmle",16
"sihi",85
"pgfv",10.5
"neal",190
"disp",141.5
"disp",127.5
"disp",112
"dior",49.5
"disp",138
"pmle",12
"disp",120
"spsp",129
"spsp",81
"disp",136
"spsp",83.5
"dior",56
"dior",37
"pgfv",7
"dior",46
"dior",53
"dior",49
"pgfv",9
"disp",110
"dior",47
"dior",37
"dior",51
"pgfv",9
"dior",49
"pgfv",8
"dior",30
"remg",9
"pgfv",6
"dior",46
"dior",51
"pgfv",8
"dior",46
"dior",51
"dior",36
"dior",48
"dior",34
"pgfv",10
"pgfv",9
"dior",52
"disp",89
"pmtr",21
"pgfv",6
"dior",43
"onar",18
"dior",63
"disp",145
"pgfv",9
"pgfv",8
"pgfv",9
"pgfv",7
"dior",52
"pgfv",10
"disp",140
"pgfv",8
"dior",53
"dior",45
"pgfv",8
"dior",32
"remg",10
"dior",52
"pgfv",8
"pgfv",7
"remn",13
"disp",122
"disp",120
"pgfv",7
"pgfv",7
"pmtr",26
"pgfv",8
"pgfv",9
"pmtr",23
"disp",140
"pgfv",7
"pgfv",8
"disp",131
"pgfv",7
"disp",82
"pgfv",8
"pgfv",8
"disp",90
"pgfv",7
"pgfv",10
"pgfv",8
"disp",94
"dior",46
"disp",122
"dior",57
"pgfv",10
"dior",55
"dior",25
"dior",52
"disp",140
"pgfv",9
"disp",118
"onar",14
"pgfv",7
"disp",170
"disp",104
"pgfv",7
"remg",10
"pgfv",8
"dior",32
"dior",37
"spsp",110
"pgfv",6
"dior",49
"pgfv",8
"disp",100
"pgfv",8
"pgfv",8
"pgfv",8
"disp",118
"pgfv",9
"pgfv",7
"pmtr",24
"pgfv",7
"nemi",154
"pgfv",8
"disp",132
"nemi",114
"dior",51
"pgfv",7
"dior",49
"dior",50
"spsp",98
"onar",18
"pgfv",7
"dior",50
"pgfv",7
"pgfv",7
"remn",8
"nemi",160
"dior",50
"disp",120
"onar",22
"disp",124
"disp",126
"dior",40
"dior",38
"pmle",30
"dior",48
"disp",148
"disp",128
"dior",50
"pgfv",8
"pgfv",6
"pgfv",7
"pgfv",5
"disp",130
"dior",50
"dior",54
"pgfv",5
"disp",84
"disp",132
"disp",111
"dior",49
"disp",130
"dior",50
"dior",49
"disp",114
"pgfv",6
"pgfv",8
"dior",36
"disp",111
"dior",128
"dior",50
"pgfv",7
"disp",130
"dior",49
"disp",138
"dior",54
"disp",134
"pgfv",8
"pgfv",7
"disp",141
"spsp",100
"disp",134
"dior",53
"disp",140
"dior",58
"pgfv",6
"dior",63
"dime",40
"dior",46
"nemi",200
"dime",35
"dime",39
"pgfv",7
"spsp",66
"pgfv",7
"disp",85
"pgfv",7
"disp",118
"dime",42
"remn",9
"spsp",56
"pgfv",6
"disp",120
"dime",40
"pgfv",6
"onar",18
"pgfv",7
"spsp",86
"dior",55
"disp",121
"onar",20
"spsp",95
"pgfv",7
"dior",51
"pgfv",7
"dime",31
"dior",51
"pgfv",7
"onar",26
"remn",10
"dior",45
"pgfv",5
"dior",58
"disp",131
"spsp",80
"pgfv",8
"disp",122
"dior",62
"disp",121
"dior",52
"pgfv",9
"dior",53
"dior",50
"dior",54
"onar",21
"disp",131
"spsp",80
"dior",44
"dior",49
"onar",21
"disp",121
"dior",56
"dior",45
"dior",42
"dior",49
"onar",22
"disp",124
"disp",130
"dior",49
"disp",142
"pmle",25
"pgfv",7
"pmtr",18
"disp",144
"pgfv",7
"pgfv",7
"pmtr",20
"neal",212
"pgfv",7
"onar",21
"pgfv",7
"pmle",15
"nemi",150
"disp",144
"disp",154
"pgfv",10
"disp",134
"dior",58
"disp",136
"disp",156
"dior",46
"pgfv",10
"pgfv",10
"dior",50
"pgfv",8
"pgfv",8
"dior",48
"pgfv",9
"onar",16
"dior",39
"pgfv",11
"pgfv",8
"dior",45
"pgfv",8
"pgfv",7
"pgfv",7
"pgfv",10
"pgfv",7
"pgfv",7
"pgfv",7
"pgfv",7
"disp",90
"pgfv",8
"pgfv",8
"pgfv",7
"dior",47
"pgfv",6
"pgfv",8
"pgfv",9
"disp",115
"pgfv",8
"dior",42
"dior",50
"pgfv",6
"disp",142
"pgfv",9
"dior",58
"disp",122
"pgfv",8
"pgfv",8
"pgfv",7
"pgfv",7
"pgfv",7
"pgfv",9
"dior",45
"dior",49
"pgfv",5
"dior",40
"pgfv",8
"pgfv",8
"pgfv",8
"pgfv",7
"disp",150
"pgfv",9
"dior",50
"pmle",19
"pgfv",7
"dior",51
"pgfv",8
"pgfv",8
"dior",50
"dior",52
"pgfv",8
"pgfv",9
"pgfv",8
"pgfv",8
"pgfv",7
"pgfv",7
"pgfv",7
"pgfv",6
"pgfv",6
"pgfv",7
"pgfv",6
"pgfv",7
"pgfv",6
"pgfv",6
"pgfv",6
"pgfv",6
"pgfv",8
"pgfv",8
"pgfv",6
"pgfv",8
"pgfv",9
"disp",127
"pgfv",5
"pgfv",6
"pgfv",8
"dior",52
"pgfv",6
"disp",56
"pgfv",7
"pgfv",11
"pgfv",5
"pgfv",6
"pgfv",6
"pgfv",7
"pgfv",9
"pgfv",8
"dior",42
"dior",49
"pgfv",4
"pgfv",9
"pgfv",8
"pgfv",6
"dior",51
"pgfv",8
"dior",54
"pgfv",8
"dior",42
"pgfv",5
"pgfv",6
"pgfv",8
"disp",102
"pgfv",8
"dior",43
"pgfv",5
"dior",55
"pgfv",7
"pgfv",6
"pgfv",7
"pgfv",15
"dior",43
"dior",41
"pgfv",10
"dior",46
"pgfv",6
"dior",49
"onar",20
"dior",50
"pgfv",6
"disp",103
"pgfv",5
"pgfv",10
"pgfv",6
"pgfv",6
"dior",38
"pgfv",6
"pgfv",6
"pgfv",8
"onar",23
"pgfv",5
"pgfv",9
"pgfv",8
"pgfv",9
"pgfv",7
"pgfv",8
"pgfv",5
"dior",51
"disp",51
"pgfv",8
"pgfv",7
"pgfv",8
"pgfv",10
"disp",130
"pgfv",4
"dior",46
"pgfv",8
"pgfv",7
"dior",48
"pgfv",7
"pgfv",5
"pgfv",10
"dior",30
"pgfv",7
"dior",52
"dior",46
"spsp",230
"pgfv",6
"pgfv",9
"pgfv",6
"pgfv",7
"pgfv",6
"pgfv",5
"disp",130
"pgfv",8
"dior",32
"disp",47
"pgfv",7
"dior",49
"dior",47
"pgfv",7
"pgfv",7
"pgfv",8
"pgfv",7
"pgfv",7
"dior",52
"pgfv",7
"pgfv",8
"disp",120
"disp",143
"pgfv",7
"pgfv",7
"pgfv",7
"pgfv",6
"pgfv",7
"pgfv",8
"pgfv",7
"dior",49
"dior",44
"onar",20
"pgfv",6
"onar",18
"disp",150
"pgfv",10
"dior",54
"pgfv",7
"pgfv",7
"pgfv",7
"dior",51
"pgfv",8
"disp",135
"pgfv",7
"pgfv",7
"pgfv",7
"onar",19
"disp",130
"disp",141
"dior",50
"disp",130
"pgfv",7
"dior",55
"pgfv",8
"pgfv",7
"pgfv",7
"onar",21
"disp",121
"pgfv",6
"pgfv",7
"dior",52
"dior",45
"pgfv",7
"pgfv",7
"onar",18
"pgfv",7
"pgfv",8
"pgfv",7
"pgfv",7
"dior",48
"pgfv",7
"pgfv",7
"disp",148
"disp",121
"pgfv",7
"pgfv",8
"disp",130
"pgfv",6
"pgfv",8
"pgfv",8
"pgfv",7
"pmle",30
"pgfv",7
"pgfv",6
"dior",35
"pgfv",7
"pgfv",7
"spsp",48
"disp",114
"pgfv",8
"pgfv",7
"disp",119
"pgfv",8
"pgfv",7
"onar",21
"pgfv",7
"pgfv",7
"pgfv",6
"pgfv",7
"disp",110
"pgfv",7
"onar",18
"pgfv",7
"pgfv",8
"pgfv",8
"disp",142
"spsp",104
"pgfv",8
"pgfv",7
"spsp",60
"pgfv",8
"pgfv",7
"pgfv",5
"pgfv",7
"pgfv",8
"pmle",15
"pgfv",7
"pgfv",7
"pgfv",7
"pmle",21
"pgfv",7
"pgfv",8
"dior",49
"onar",18
"pgfv",8
"pgfv",7
"pgfv",6
"pgfv",6
"pgfv",6
"pgfv",6
"pgfv",7
"spsp",49
"disp",110
"pgfv",7
"onar",13
"dior",49
"spsp",98
"pgfv",7
"pgfv",7
"pgfv",5
"onar",16
"pgfv",7
"pgfv",7
"pgfv",7
"pgfv",8
"dior",48
"pgfv",7
"pgfv",7
"pgfv",8
"onar",15
"pgfv",7
"pgfv",6
"pgfv",7
"pgfv",7
"pgfv",7
"onar",20
"pgfv",7
"disp",115
"neal",88
"pgfv",8
"spsp",82
"spsp",86
"onar",18
"pmle",27
"dior",54
"pgfv",7
"pgfv",8
"pgfv",7
"disp",143
"dior",52
"dior",54
"disp",118
"pgfv",8
"pgfv",8
"disp",114
"pgfv",7
"dior",56
"disp",132
"dior",56
"dior",60
"pgfv",7
"dior",52
"pgfv",9
"pgfv",7
"pgfv",8
"pgfv",8
"pgfv",7
"dior",52
"dior",57
"pgfv",7
"pgfv",9
"pgfv",9
"disp",130
"disp",122
"pgfv",8
"pmbo",22
"dior",44
"pgfv",7
"pgfv",9
"pgfv",7
"pgfv",7
"pgfv",8
"pgfv",7
"disp",151
"pmbo",25
"dior",57
"disp",125
"pgfv",7
"disp",120
"pmbo",22
"onar",19
"dior",55
"pmbo",22
"pgfv",6
"dior",58
"pmbo",22
"pgfv",8
"pgfv",9
"pgfv",7
"dior",62
"dior",63
"pmle",25
"pgfv",8
"dior",55
"dior",50
"pgfv",7
"pgfv",8
"pgfv",8
"pgfv",9
"pgfv",7
"remn",8
"pgfv",8
"pgfv",10
"dior",58
"dior",56
"pgfv",7
"disp",124
"disp",155
"spsp",112
"dior",53
"dior",45
"dior",52
"nemi",194
"disp",125
"disp",100
"pgfv",7
"dior",51
"dior",60
"disp",160
"disp",127
"disp",140
"dior",52
"pgfv",8
"pgfv",7
"pgfv",7
"dior",49
"disp",138
"pgfv",9
"pgfv",5
"dior",47
"disp",124
"dior",59
"disp",131
"disp",132
"disp",128
"dior",62
"dior",55
"disp",100
"dior",55
"dior",64
"pgfv",7
"dior",50
"disp",125
"dior",50
"dior",47
"pgfv",10
"spsp",83.5
"pgfv",8
"pgfv",8
"pgfv",5
"pgfv",8
"pgfv",6
"onar",20
"pgfv",9
"pgfv",9
"dior",55
"disp",102
"dior",56
"spsp",112
"pgfv",7
"onar",15
"dior",50
"pgfv",7
"pgfv",6
"pgfv",10
"pgfv",8
"pgfv",7
"onar",15
"pgfv",8
"dior",59
"spsp",93
"pgfv",9
"pgfv",7
"pgfv",8
"dior",61
"spsp",97
"pgfv",9
"pgfv",7
