"species","weight"
"dime",40
"pmtr",25
"dime",49
"dime",49
"dime",50
"pmtr",20
"pmbo",28
"dime",44
"dime",35
"pmtr",24
"neal",100
"pmtr",19
"neal",230
"neal",187
"onar",12
"pmtr",22
"pmtr",23
"chin",15
"neal",108
"dime",45
"dime",40
"chin",17
"dime",46
"dime",35
"dime",46
"chin",12
"pmtr",20
"chin",13
"dime",38
"chin",14
"chin",18
"dime",39
"dime",40
"dime",43
"dime",47
"dime",44
"dime",42
"dime",39
"dime",44
"dime",42
"chin",16
"chin",15
"onar",24
"dime",48
"chin",15
"chin",14
"neal",151
"dime",46
"chin",16
"pmtr",21
"pmbo",23
"neal",200
"pmtr",17
"chin",12
"chin",14
"chin",16
"chin",17
"pmtr",19
"pmtr",23
"pmtr",24
"pgfv",6
"pgfv",10
"dime",47
"pgfv",7
"pgfv",9
"pmtr",16
"dime",39
"pmtr",28
"dime",44
"pmtr",28
"neal",149
"onar",17
"dime",37
"dime",43
"chin",17
"dime",44
"chin",18
"nemi",152
"dime",31
"nemi",120
"dime",48
"neal",131
"dime",52
"dime",47
"chin",15
"chin",17
"dime",39
"dime",47
"chin",13
"dime",26
"dime",43
"neal",164
"dime",45
"dime",38
"neal",132
"dime",48
"dime",48
"dime",46
"dime",40
"dime",40
"dime",47
"dime",36
"dime",44
"dime",27
"chin",11
"dime",39
"pgfv",9
"pgfv",9
"dime",38
"pmtr",25
"onle",27
"neal",193
"neal",90
"chin",13
"neal",158
"dime",46
"neal",142
"pgfv",8
"pgfv",6
"chin",17
"pgfv",7
"pgfv",12
"dime",43
"pmtr",42
"neal",160
"neal",110
"chin",7
"pgfv",8
"pgfv",7
"neal",34
"pgfv",8
"pgfv",5
"dime",30
"dime",43
"pmtr",20
"dime",42
"chin",13
"chin",14
"dime",40
"eudo",70
"neal",110
"dime",46
"dime",48
"dime",47
"chin",16
"neal",187
"neal",161
"neal",151
"chin",18
"pmle",9
"dime",45
"dime",47
"dime",64
"pgfv",9
"dime",43
"chin",14
"dime",25
"chin",12
"neal",166
"chin",14
"neal",178
"neal",168
"chin",13
"dime",49
"pgfv",5.5
"pgfv",6
"eudo",61
"pmdi",25
"dime",42
"dime",46
"dime",45
"pgfv",6.5
"dime",40
"dime",45
"dime",36
"dime",46
"dime",41
"dime",22
"dime",46
"pmma",29
"dime",39
"eudo",56
"chin",12
"pmdi",23
"neal",232
"neal",190
"neal",48
"neal",232
"dime",46
"dime",49
"pmtr",35
"chin",16
"neal",84
"chin",18
"dime",34
"neal",193
"neal",193
"pmbo",21
"pmle",24
"neal",118
"chin",11
"pgfv",8
"pmbo",23
"dime",41
"chin",15
"neal",66
"neal",166
"chin",13
"dime",50
"dime",47
"dime",38
"dime",37.5
"dime",45
"dime",39
"dime",22
"dime",43
"dime",29
"dime",49
"neal",162
"chin",12
"dime",38
"neal",163
"neal",184
"dime",38
"neal",49
"dime",29
"chin",17
"neal",184
"neal",171
"neal",168
"neal",48
"neal",196
"neal",106
"neal",167
"pgfv",6
"pmtr",15
"chin",11
"neal",213
"neal",216
"dime",45
"dime",38
"dime",45
"dime",39
"neal",97
"neal",167
"dime",21
"dime",35
"dime",43.5
"dime",42
"dime",38
"dime",44
"dime",43
"dime",44
"dime",36
"dime",50
"neal",82
"neal",106
"dime",40
"dime",42
"dime",47
"neal",120
"dime",43
"dime",44
"chin",14
"dime",48
"dime",47
"dime",47
"chin",18
"dime",40
"dime",36
"pgfv",6
"dime",46
"dime",35
"dime",49
"pgfv",8
"dime",29
"dime",50
"pgfv",6
"dime",42
"dime",46
"dime",42
"dime",48
"neal",118
"chin",7
"pgfv",7
"chin",7
"dime",23
"dime",26
"pgfv",8
"dior",45
"dime",51
"neal",15
"neal",100
"pgfv",7
"pgfv",6
"dime",25
"dime",40
"dime",44
"dime",40
"dime",43
"dime",36
"dime",43
"chin",16
"dime",39
"dime",52
"neal",122
"dime",49
"chin",13
"dime",36
"dior",48
"dior",48
"dime",50
"dior",41
"dime",44
"dime",36
"eudo",64
"dime",40
"neal",134
"pmtr",22
"chin",13
"dime",37
"dime",44
"chin",12
"dime",41
"dime",39
"dime",44
"pmtr",18
"dime",38
"dime",39
"dime",39
"neal",130
"amle",130
"chin",13
"dime",41
"neal",188
"neal",94
"dime",37
"chin",14
"chin",14
"neal",154
"neal",43
"pmbo",20
"pgfv",7
"pgfv",7
"eudo",56
"pmbo",18
"pgfv",7
"pgfv",7
"eudo",58
"neal",170
"chin",7
"dime",26
"dime",42
"dime",46
"dime",43
"dime",41
"chin",18
"dime",46
"dime",34
"dime",49
"dime",28
"dime",37
"dime",43
"dior",47
"neal",102
"dime",42
"dime",40
"pgfv",7
"dime",45
"dime",43
"dime",41
"dime",44
"dior",43
"dior",32
"dime",37
"pmtr",22
"dime",41
"chin",9
"chin",15
"chin",16
"chin",15
"pgfv",7
"dime",46
"chin",15
"dime",44
"neal",104
"chin",13
"dime",44
"dime",53
"dime",36
"dime",35
"chin",14
"dime",42
"dime",44
"dime",45
"dime",54
"dime",38
"pgfv",7
"dime",49
"pgfv",6
"pgfl",8
"dime",44
"dime",49
"dior",52
"chin",13
"chin",16
"pgfv",6
"pmbo",20
"eudo",50
"pgfl",7
"neal",118
"chin",14
"chin",15
"chin",13
"dime",47
"chin",14
"dime",51
"dime",42
"chin",17
"dime",43
"chin",16
"dime",45
"dime",50
"pgfv",7
"chin",14
"pgfv",16
"chin",16
"chin",14
"pgfv",9
"chin",12
"dime",39
"pgfv",8
"pgfv",6
"pgfv",8
"dime",51
"dime",50
"chin",15
"dime",50
"dime",49
"pgfv",7
"dime",49
"dime",49
"chin",18
"pgfv",7
"dime",42
"chin",18
"pgfv",8
"pgfv",8
"pgfv",7
"dime",44
"dime",45
"pgfv",7
"dime",47
"dime",36
"pgfv",8
"dime",23
"dime",45
"neal",176
"chin",10
"chin",17
"chin",10
"chin",13
"chin",16
"neal",150
"pgfv",7
"dime",24
"dime",21
"dime",25
"dime",22
"dime",41
"neal",232
"dime",54
"neal",152
"dime",45
"dime",47
"neal",212
"dime",24
"dime",43
"chin",16
"pgfv",7
"dime",41
"pgfv",7
"pgfv",7
"chin",19
"dime",40
"dime",42
"remg",12
"dime",47
"pgfv",7
"pgfv",7
"dime",46
"dime",45
"dime",40
"dime",48
"neal",184
"pgfv",7
"neal",114
"neal",172
"chin",16
"pgfv",10
"dime",44
"pgfv",8
"chin",14
"dime",45
"pgfv",7
"dime",48
"chin",15
"dime",44
"pgfv",7
"pgfv",7
"pgfv",7
"chin",17
"chin",16
"pgfv",7
"chin",16
"chin",16
"pgfv",7
"pmbo",21
"pgfv",8
"chin",16
"chin",17
"chin",14
"pgfv",7
"pgfv",7
"pgfv",8
"pgfv",7
"pgfv",7
"dime",36
"eudo",48
"dime",48
"dime",42
"chin",18
"pmle",28
"dime",40
"dime",39
"chin",12
"chin",14
"dime",41
"dime",45
"dime",47
"neal",84
"pmdi",25
"neal",248
"dime",41
"dime",58
"neal",160
"dime",27
"pmtr",22
"pmle",16
"dime",44
"pmle",21
"dime",40
"dime",47
"neal",135
"dime",44
"chin",20
"pmle",23
"dime",51
"pgfv",8
"neal",118
"pgfv",9
"pgfv",9
"pmbo",11
"chin",14
"chin",13
"chin",16
"pmbo",21
"chin",17
"pmbo",20
"chin",15
"chin",16
"pgfv",8
"chin",14
"pmdi",24
"pgfv",6
"pgfv",11
"pgfv",6
"pgfv",9
"pgfv",6
"chin",17
"pmle",22
"pgfv",9
"dime",45
"pmle",25
"dime",49
"pgfv",9
"dime",23
"dime",40
"chin",13
"chin",12
"pgfv",7
"pgfv",8
"pgfv",8
"dime",43
"dime",39
"pgfv",8
"pmdi",20
"dime",48
"eudo",64
"pgfv",8
"dime",25
"chin",12
"dime",47
"pgfv",4.8
"pmtr",25
"pgfv",6
"neal",72
"neal",69
"neal",98
"pmle",24
"chin",15
"dime",25
"pmle",26
"pgfv",6
"dime",45
"chin",13
"pgfv",7
"chin",11
"pgfv",10
"chin",14
"pgfv",8
"pgfv",8
"pgfv",6
"pgfv",9
"dime",50
"pmle",22
"dime",34
"pgfv",6
"dime",44
"dime",26
"pmdi",17
"dime",21
"neal",149
"neal",145
"dime",44
"neal",140
"pgfv",6
"neal",240
"pmtr",27
"chin",12
"chin",16
"chin",15
"pgfv",7
"neal",179
"pmdi",13
"dime",48
"dime",40
"pgfv",8
"dime",44
"chin",16
"chin",13
"neal",112
"dime",46
"dime",46
"chin",17
"pmle",27
"dime",48
"chin",16
"dime",49
"neal",141
"chin",16
"neal",252
"neal",164
"dime",43
"dime",43
"neal",242
"chin",16
"dime",48
"dime",43
"neal",152
"chin",15
"neal",39
"dime",42
"dime",49
"dime",29
"neal",160
"chin",15
"dime",41
"neal",158
"dime",45
"neal",188
"dime",49
"neal",45
"dime",45
"chin",16
"pmbo",20
"pgfv",7
"dime",44
"pmle",31
"chin",15
"chin",15
"chin",16
"chin",17
"neal",140
"chin",17
"chin",14
"chin",14
"chin",15
"pmle",28
"chin",14
"chin",15
"dime",42
"dime",47
"chin",17
"chin",16
"chin",14
"pmbo",19
"pgfv",8
"dime",39
"nemi",138
"pgfv",7
"dime",49
"dime",41
"dime",40
"dime",43
"dime",47
"pgfv",6
"pgfv",7
"chin",12
"dime",39
"dime",40
"chin",14
"pgfv",7
"pgfv",6
"dime",44
"dime",41
"dime",39
"dime",35
"dime",43
"dime",49
"onar",20
"neal",154
"neal",178
"onle",26
"chin",15
"pmle",31
"pmle",29
"pmle",22
"chin",16
"eudo",68
"neal",178
"pgfv",7
"pmtr",28
"chin",17
"neal",158
"chin",17
"pgfv",6
"chin",13
"pmbo",20
"pmle",18
"neal",180
"chin",13
"pmbo",21
"pgfv",6
"pgfv",8
"dime",45
"pgfv",8
"pgfv",8
"pgfv",7
"onar",18
"neal",108
"pmle",31
"pgfv",6
"eudo",55
"pmbo",24
"pmtr",18
"dime",40
"pmle",27
"pmle",20
"chin",14
"pmbo",17
"sihi",80
"eudo",70
"pmbo",18
"neal",140
"pmbo",17
"dime",44
"chin",15
"dime",39
