"species","weight"
"onle",36
"dior",59
"dior",57
"pgfl",11
"pgfl",12.5
"dior",48
"neal",70
"remg",13
"pgfl",10
"neal",150
"pgfl",13
"pgfl",10
"pgfl",13.5
"pgfl",14
"dior",60
"onar",30
"dior",42
"dior",51
"neal",200
"onle",42
"dime",33
"onar",41
"dior",42
"onar",35
"spsp",99
"dior",32
"dior",49
"remg",12
"dior",48
"dior",44
"remg",9
"dior",51.5
"dime",46
"dime",36
"dior",43
"dior",45
"dime",32
"dime",36
"pmle",27
"neal",80
"neal",100
"onle",34.5
"spsp",100
"onle",35
"neal",100
"dime",42
"neal",100
"onle",29.5
"dior",45
"onle",48
"neal",100
"dior",44
"onle",45.5
"dime",35
"onle",41.5
"onle",44
"dime",52
"pmle",19
"dime",36
"neal",100
"dior",52
"dior",52
"dime",39
"dime",45
"spsp",100
"neal",100
"dior",47
"neal",100
"dior",51
"dior",61
"onle",28.5
"dior",51
"dime",40
"dime",45
"pmle",10
"neal",90
"onle",27
"dior",45
"dior",43
"dime",35
"neal",100
"dior",48
"pmtr",24
"neal",100
"neal",204
"dime",25
"dime",50
"dior",37
"dime",36
"dior",48
"onar",24
"neal",100
"dime",44
"dime",31
"dime",54
"disp",100
"dior",52
"dime",23
"dime",35
"dime",33
"dime",40
"dior",49
"dior",38
"onle",38
"dime",40
"onle",32
"dior",30
"dior",57
"neal",100
"dior",48
"dime",37
"neal",100
"dior",43
"dior",49
"dior",49
"dior",58
"dime",29
"dior",50
"dior",56
"dior",39
"neal",70
"dior",48
"neal",100
"dior",28
"dime",40
"neal",100
"pmle",20
"pmle",36
"pmle",28
"onle",43
"pgfl",11
"dior",49
"neal",100
"dime",49
"pmle",25
"dime",39.5
"dime",38
"dime",39
"dior",35
"dior",44
"onle",38
"dior",54
"dior",61
"pgfl",11
"dime",34
"onle",41
"dior",58
"dior",49
"pmle",25
"pmle",28
"onle",39
"dime",36
"neal",100
"dior",46
"dior",52
"pgfl",11
"onle",31
"dime",31
"pmle",24
"dior",48
"onle",20
"onle",37
"dior",56
"dior",58
"dior",42
"dime",33
"dime",45
"neal",124
"dime",43
"dior",53
"dime",48
"pmtr",23
"pmle",26
"pgfl",11
"dior",50
"dime",38
"dior",55
"pmtr",22
"dior",40
"pmle",27.5
"pgfl",15
"dior",50
"dior",28.5
"dior",42
"dime",30
"dior",35
"dior",36
"onle",33
"pmma",28
"neal",121
"dior",46
"neal",140
"pgfl",12
"dime",43
"pmma",23
"pgfl",9
"pmle",27
"dior",45
"dior",20
"pmle",19
"dior",50
"dime",21
"dior",37
"dior",47
"dior",45
"dior",56
"onle",29
"pmle",17
"dior",51
"pmle",28
"dime",48
"dior",33
"dior",43
"pmle",25
"onar",35
"onle",21
"pmle",24
"pmle",21
"onle",29
"dior",47
"dior",50
"dime",40
"dior",47
"onle",28
"neal",136
"onle",33
"dior",50
"dior",30
"dime",38
"dime",52
"dior",45
"dime",32
"dime",41
"dior",49
"pmma",25
"dior",55
"pmtr",26
"neal",89
"pmle",28
"pgfv",8
"dime",30
"onle",19
"pgfl",10
"pgfl",11
"pgfl",12
"pmtr",24
"dime",32
"neal",158
"dior",48
"dime",20
"pgfl",9
"pmle",24
"pmle",19
"dior",45
"pmle",23
"dior",54
"onle",32
"dior",53
"dior",52
"remg",11
"dior",46
"pmle",21
"dior",48
"dime",28
"onle",37
"spsp",97
"dime",29
"onle",34
"onle",28
"pmle",14
"pmle",8
"spsp",90
"onle",26
"dime",48
"pgfl",10
"remg",7
"dior",46
"pmtr",14
"pmle",19
"amle",56
"pmle",15
"neal",77
"pmma",27
"onle",35
"neal",66
"neal",171
"pmle",28
"onle",44
"pmle",23
"pmtr",22
"neal",158
"pgfl",13
"neal",135
"onle",35.5
"dior",55
"pmle",27
"neal",204
"dime",44
"onle",46
"pgfl",10
"spsp",93
"dior",50
"onle",33
"neal",140
"dime",49
"dime",43
"dior",46
"pmtr",20
"dior",53
"dior",52
"dior",58
"neal",161
"pgfl",11
"onle",39
"dior",56
"dime",49
"dime",43
"pgfl",10
"dior",63
"onle",33
"spsp",86
"dior",54
"pgfl",10
"dior",52
"dime",32
"dime",35
"dior",52
"spsp",96
"pmma",26.5
"dior",54
"pgfl",16
"dime",31
"neal",170
"neal",206
"neal",102
"pmle",29
"dior",54
"neal",94
"neal",72
"pgfl",14
"neal",190
"neal",81
"dime",50
"dior",50
"neal",152
"neal",130
"onle",36
"pgfl",15
"neal",214
"neal",178
"pmma",17
"pmma",22
"dime",47
"onar",32
"neal",98
"pmtr",27
"neal",196
"neal",144
"neal",146
"neal",146
"neal",205
"dime",62
"dime",39
"pmtr",24
"pmtr",26
"dime",45
"onle",33
"onle",33
"dior",45
"remg",11
"onle",23
"dime",46
"neal",164
"dior",55
"disp",135
"neal",165
"pgfl",15
"neal",214
"dior",47
"neal",206
"dime",53
"remg",15
"neal",185
"onar",37
"pmle",31
"dime",44
"dior",61
"dior",58.5
"pmle",29
"neal",162
"dime",50
"dior",48
"pmle",28
"neal",87
"onle",29
"pmle",28
"pmle",18
"neal",110
"onle",39
"onle",36.5
"dime",45
"onle",34
"neal",80
"dior",51
"disp",100
"remg",22
"dime",48
"neal",96
"dior",42
"dior",45
"dime",39
"dime",33
"neal",208
"dior",55
"dime",49
"remg",14
"pgfl",10
"dior",41
"dior",55
"onle",40
"dior",59
"neal",9.2
"neal",218
"pmle",26
"dior",68
"dior",50
"onar",38
"onar",29
"pgfl",14
"pgfv",7
"dime",44
"pgfv",8
"dior",50
"dime",46
"neal",194
"pgfl",15
"disp",136
"dime",36
"dime",41
"pgfl",16
"pgfl",16
"neal",134
"neal",240
"dior",54
"dior",59
"spsp",96
"spsp",112
"neal",182
"dime",38
"dime",40
"dime",45
"dime",41
"dior",59
"neal",194
"dior",46
"pgfl",14
"dior",50
"dior",50
"neal",190
"dior",51
"dior",50
"dime",30
"dime",44
"pgfl",10
"dime",41
"dior",47
"pgfl",16
"pgfl",15
"onar",39
"neal",90
"dior",46
"dior",49
"onar",40
"dime",47
"neal",166
"dior",59
"pgfl",14
"dior",50
"dior",52
"pgfv",7
"dior",56
"neal",96
"dior",61
"dior",54
"pgfl",13
"pgfl",12
"dior",54
"neal",188
"dime",48
"dior",61
"dior",52
"pgfl",13
"dime",32
"dior",65
"pgfl",10
"onar",31
"dior",49
"dior",40
"pgfl",14
"dior",50
"dior",36
"dime",45
"pgfl",15
"dior",49
"pgfl",13
"dime",30
"dime",44
"pmle",33
"dior",59
"dior",28
"neal",182
"pgfl",12
"spsp",118
"pgfl",17
"pgfv",13
"spsp",132
"dime",36
"onar",40
"pgfv",7
"dior",33
"dior",55
"onar",39
"dime",35
"onar",36
"dior",73
"pmle",31
"dior",56
"pgfl",17
"onar",34
"onar",36
"onar",39
"onar",38
"onar",39
"dior",59
"remg",11
"onar",40
"pgfl",16
"disp",120
"pgfv",9
"pgfl",18
"dior",60
"dior",40
"neal",85
"remg",17
"onar",39
"onar",44
"dior",60
"dior",72
"neal",100
"spsp",110
"pgfl",15
"dime",15
"remg",14
"pgfl",13
"dior",62
"dime",42
"pgfl",15
"dior",65
"pgfl",15
"onar",23
"dior",49
"remg",13
"dior",32
"dior",62
"pgfl",14
"pgfl",15
"spsp",152
"dime",35
"dior",63
"pgfl",14
"onar",36
"pgfl",14
"dior",55
"pgfl",9
"onar",58
"pgfl",17
"dior",48
"dior",37
"dior",51
"pgfl",14
"pgfl",13
"pgfl",12
"disp",132
"dior",48
"pmle",28
"pmle",24
"pmle",20
"pgfv",7
"onar",21
"dior",47
"pmtr",19
"onar",40
"dime",39
"dime",44
"dime",50
"onle",30
"dior",50
"dior",55
"pmle",26
"dior",55
"onle",38
"dior",49
"spsp",97
"onar",22
"dior",58
"neal",116
"dime",45
"onar",32
"pmle",20
"dior",59
"dior",38
"dior",55
"dior",60
"dime",39
"dior",48
"dior",52
"dior",47
"dime",30
"dime",47
"dime",41
"dime",43
"neal",130
"dime",44
"neal",94
"neal",58
"onar",34
"neal",154
"neal",110
"dior",43
"pmle",20
"dior",54
"neal",104
"dior",43
"neal",226
"dior",50
"pgfl",11
"dior",48
"dior",47
"pmle",25
"dior",49
"neal",134
"dime",42
"dime",47
"dior",36
"dior",53
"pmle",22
"dior",47
"dime",44
"pmer",18
"neal",170
"dime",53
"dime",45
"dior",50
"dior",48
"onar",32
"dior",48
"dime",48
"dior",50
"neal",160
"onar",29
"dior",43
"neal",160
"neal",222
"dior",55
"neal",169
"pmle",24
"onar",47
"neal",160
"dior",50
"neal",164
"pmle",23
"dior",49
"dior",45
"neal",183
"remg",9
"dior",50
"onar",29
"dior",43
"onar",30
"onar",34
"neal",110
"dior",49
"dior",44
"dior",48
"dime",36
"neal",140
"dior",55
"dior",49
"onle",26
"dime",45
"dior",48
"dior",50
"dime",46
"dior",49
"neal",180
"dior",54
"onar",39
"remg",11
"dime",39
"pmle",17
"dime",44
"onle",25
"neal",88
"dime",47
"onar",54
"onar",30
"neal",190
"dior",45
"neal",144
"dior",50
"dior",48
"onar",38
"dior",46
"dior",50
"pmle",21
"pmle",23
"dior",48
"pmle",23
"onar",29
"neal",180
"pmle",24
"pmle",11
"dior",49
"pgfv",7
"pmtr",21
"neal",210
"pmle",24
"dior",55
"pgfv",5
"neal",102
"disp",110
"dime",38
"neal",185
"pmtr",28
"pgfl",13
"neal",160
"dime",38
"neal",200
"onar",23
"pmle",22
"onar",23
"pmle",28
"pgfl",12
"dior",40
"neal",98
"remg",12
"pgfl",11
"dior",49
"dior",44
"pgfl",10
"dior",48
"neal",140
"onar",14
"dior",55
"neal",158
"dior",48
"neal",98
"onle",42
"pgfl",11
"neal",80
"onar",11
"neal",90
"onle",24
"pgfl",16
"onar",26
"dior",48
"dior",41
"neal",188
"dior",47
"dior",45
"dior",53
"neal",200
"dior",52
"pmtr",20
"pmle",23
"neal",100
"pmtr",22
"neal",110
"dior",45
"dior",49
"onar",26
"dior",50
"onar",29
"pgfl",10
"neal",86
"pgfv",6
"onar",34
"neal",176
"pmle",26
"pgfv",8
"dior",44
"remg",10
"onar",10
"dime",12
"dior",45
"onle",28
"dior",44
"pmle",20
"dior",48
"pgfv",5
"pgfv",12
"pmle",24
"pgfv",5
"dior",55
"onar",26
"onar",22
"neal",90
"pmle",25
"dior",50
"pmle",23
"onle",29
"dior",52
"onar",28
"onar",27
"pmle",23
"neal",241
"onle",32
"pmle",23
"pgfl",12
"neal",70
"dior",50
"onle",40
"onar",26
"pgfl",10
"remg",11
"dior",49
"onar",55
"neal",119
"neal",120
"dior",49
"neal",230
"neal",241
"neal",150
"neal",100
"neal",51
"dior",44
"pgfv",7
"dior",50
"dime",44
"pmtr",23
"remg",10
"dime",40
"dime",38
"pgfl",13
"dior",50
"dior",55
"pgfl",13
"dior",60
"dior",51
"dior",40
"dior",60
"dior",56
"pgfl",12
"neal",96
"dior",48
"pgfl",12
"dior",51
"pmle",28
"onar",34
"dior",55
"dior",52
"pgfl",12
"dime",49
"neal",102
"dime",46
"neal",200
"pmle",28
"dior",45
"neal",176
"neal",178
"dior",49
"onar",36
"dior",50
"pgfl",12
"dior",50
"onle",33
"dior",59
"dior",50
"dime",41
"dior",56
"onle",48
"neal",133
"dior",50
"dior",51
"dior",55
"neal",140
"dior",50
"dior",54
"neal",204
"dior",45
"onar",32
"pgfl",10
"dior",52
"dime",48
"pgfl",11
"dior",50
"dior",52
"dime",42
"dior",44
"neal",164
"onar",33
"dior",50
"neal",210
"dior",47
"onle",38
"dior",43
"dior",46
"onle",38
"onar",45
"onar",30
"dior",55
"pgfl",12
"dime",47
"dior",46
"dime",45
"dior",55
"pgfl",12
"dior",50
"dior",50
"dior",52
"neal",251
"dior",50
"onle",43
"dime",41
"onar",30
"dior",52
"neal",150
"dime",46
"onar",31
"dior",48
"dior",45
"dior",51
"pgfl",10
"dior",51
"dior",47
"dior",50
"onar",28
"neal",78
"neal",216
"neal",108
"pgfv",6
"dime",47
"pgfv",6
"onar",28
"dior",50
"dior",57
"dime",44
"neal",160
"pgfl",14
"pmdi",18
"dime",45
"dime",45
"dime",30
"neal",220
"neal",174
"dior",46
"neal",130
"neal",142
"neal",250
"neal",186
"remg",11
"dime",44
"neal",240
"onar",32
"neal",137
"dior",48
"dior",50
"dior",45
"dior",42
"onle",41
"dior",52
"neal",198
"pgfl",11
"neal",190
"dior",55
"onar",31
"neal",185
"dior",50
"neal",156
"onar",34
"pgfl",13
"dior",50
"pmtr",20
"dior",60
"disp",110
"pgfl",12
"pmtr",23
"dior",52
"pmle",30
"neal",140
"pgfl",10
"spsp",130
"remg",10
"neal",160
"dior",54
"onle",29
"dior",46
"onar",32
"dior",53
"neal",196
"dime",44
"dime",45
"dime",47
"dior",53
"dime",43
"dior",49
"dior",49
"pgfl",12
"dior",43
"dior",55
"dime",53
"dime",43
"dior",57
"dior",48
"dior",65
"dior",52
"pmle",23
"neal",82
"neal",116
"dior",58
"dior",58
"dior",53
"dior",76
"dime",38
"dime",51
"neal",170
"neal",160
"dime",30
"dior",50
"dime",42
"dior",52
"neal",152
"dior",43
"dior",51
"dime",32
"dime",43
"neal",102
"dior",43
"dime",50
"dime",32
"dior",44
"dior",54
"dior",47
"dior",50
"dime",39
"dior",55
"neal",36
"neal",187
"dior",57
"dior",51
"dior",51
"dime",49
"dior",57
"dior",30
"dime",33
"dior",45
"onar",25
"neal",170
"dior",53
"dior",48
"neal",100
"dior",46
"dior",38
"dior",38
"dior",40
"dior",44
"dior",45
"dior",45
"dior",60
"onle",29
"dior",31
"dior",46
"dior",37
"dior",55
"dior",43
"dior",44
"dior",51
"dior",52
"dior",53
"onar",23
"dime",44
"dime",50
"dior",55
"dior",49
"dior",56
"dior",46
"dior",45
"dior",46
"dior",39
"dior",52
"pmtr",25
"dior",47
"dior",33
"neal",89
"pmle",29
"dior",45
"dior",54
"onar",23
"dior",46
"dime",39
"neal",130
"dior",25
"pgfl",12
"onar",32
"dior",47
"neal",160
"dior",44
"neal",195
"dior",49
"onle",30
"dior",31
"pgfl",12
"dior",41
"dior",34
"neal",180
"onle",34
"pgfl",11
"dior",61
"dime",39
"dior",41
"dior",49
"onle",36
"dior",41
"dior",35
"dior",21
"dior",44
"dime",28
"dior",45
"dior",42
"dior",28
"dior",39
"dior",47
"dior",49
"dior",38
"dime",26
"dior",45
"dior",53
"dime",30
"dior",24
"dior",45
"dime",46
"dior",38
"dior",55
"dior",44
"dior",41
"dior",58
"dior",39
"disp",124
"neal",223
"pgfl",15
"remg",11
"neal",160
"dior",52
"dior",42
"pmle",24
"dime",39
"dior",64
"dime",44
"neal",151
"dior",40
"dime",41
"dior",42
"dior",45
"dior",48
"dime",40
"pgfl",8
"dior",48
"dior",48
"dior",48
"dior",44
"dior",36
"onar",40
"neal",190
"dior",51
"dior",58
"neal",197
"disp",150
"disp",127
"pgfv",9
"pgfl",15
"dime",42
"pgfl",15
"dime",45
"onle",41
"dime",42
"dime",53
"neal",179
"pgfl",13
"dior",48
"pgfl",11
"pgfl",13
"dime",51
"dior",47
"dior",57
"neal",96
"dime",45
"pgfl",13
"pgfl",14
"neal",156
"pgfv",10
"pgfl",16
"dior",63
"pgfl",16
"pgfl",14
"pgfl",13
"dime",42
"dime",38
"pgfl",13
"dime",51
"dior",48
"pmtr",21
"dior",50
"neal",161
"pmle",21
"dior",57
"pgfl",13
"dime",44
"pmle",36
"pgfl",12
"dior",56.5
"dior",59
"pgfl",13
"dior",62
"neal",221
"dime",46
"dime",39
"dime",50
"onle",13
"dior",60
"dime",43
"dior",54
"neal",173
"dior",58
"dime",42
"neal",164
"dior",68
"dior",60
"onar",38
"dior",58
"dior",56
"dior",63
"dior",48
"pgfl",11.5
"dime",46
"dior",51
"onar",33
"dior",52
"dime",43
"dior",55
"pgfl",12
"pgfl",11.5
"dior",57
"dior",60
"dime",47
"dime",53
"dior",63
"dior",58
"dior",57
"pgfl",11
"dior",59
"dior",56
"dior",62
"dior",61
"neal",153
"pgfl",10
"dior",54.5
"onar",45
"neal",149
"dior",58
"disp",129
"pgfl",14
"dime",45
"neal",165
"pgfv",9
"dime",56
"spsp",88
"dior",51
"dime",42
"dior",63
"dior",65
"pgfl",18
"neal",175
"pgfv",10
"neal",77
"pgfl",12
"pgfl",14
"dime",45
"dime",50
"neal",155
"dime",43
"pgfl",12
"neal",150
"dior",59
"dior",57
"dime",45
"dime",62
"pgfl",11
"dime",47
"neal",195
"neal",180
"dime",41
"pgfl",13
"dior",62
"dior",55
"pgfv",9
"onle",11
"dior",68
"dior",54
"dime",37
"onar",39
"onar",31
"dior",53
"pgfl",12
"onar",37
"dior",61
"neal",217
"pmle",22
"dior",63
"dior",52
"pgfl",13.5
"dime",41
"dime",44
"dior",64
"dior",53
"dior",54
"onar",32
"pgfl",10
"neal",144
"disp",117
"dime",43
"dime",38
"pmle",27
"pgfv",10
"neal",155
"dime",46
"dime",53
"dior",53
"neal",194
"pgfl",16
"neal",231
"neal",161
"dior",53
"neal",106
"dior",55
"pgfv",7
"neal",158
"neal",85
"pgfl",14
"dime",42
"dime",50
"neal",155
"dime",43
"pgfl",11.5
"neal",156
"dior",59
"dior",54
"dior",50
"dior",30
"dime",27
"neal",148
"neal",183
"dior",52
"dime",40
"dior",57
"onle",46
"neal",175
"dior",50
"pgfl",12
"dime",38
"dior",48
"neal",162
"onar",30
"onar",35
"pgfv",7
"spsp",119
"onar",28
"dior",52
"neal",156
"dior",50
"dime",36
"pgfl",11
"dior",59
"dior",51
"dime",42
"pmle",21
"dior",53
"neal",78
"dior",56
"dime",39
"pgfl",10
"onar",38
"pgfl",10
"dior",57
"pgfv",11
"onar",37
"neal",124
"pgfl",12
"dior",54
"dior",56
"neal",131
"neal",144
"neal",220
"dime",46
"pgfl",7
"pmtr",26
"dime",45
"neal",150
"dime",50
"neal",60
"dime",35
"neal",215
"dior",49
"pgfl",13
"pmtr",30
"pgfl",13
"dior",52
"dime",46
"dior",50
"dior",42
"pgfl",9
"pgfl",9
"neal",164
"neal",85
"dior",60
"dior",40
"neal",86
"dior",37
"pmle",28
"dior",55
"dime",43
"dior",52
"neal",210
"dior",42
"dime",34
"onle",40
"onle",52
"dime",31
"dime",37
"onle",27
"pgfl",15
"dime",48
"dime",42
"dime",47
"neal",190
"pgfl",13
"onle",42
"neal",90
"neal",70
"dior",50
"pgfl",14
"onle",38
"pmle",28
"dime",56
"dime",40
"dime",29
"dior",54
"dior",35
"pgfv",7
"pgfl",9
"dior",50
"neal",104
"dior",55
"dior",50
"onle",30
"neal",110
"remg",12
"dime",44
"pgfl",14
"dime",44
"spsp",124
"dior",61
"dior",45
"dior",57
"dior",36
"pgfl",12
"pgfl",9
"dime",45
"pmle",28
"pgfl",10
"neal",180
"neal",125
"dior",52
"dior",50
"dime",44
"dior",50
"dior",47
"onle",25
"remg",16
"dime",47
"dior",54
"neal",98
"dior",52
"pmle",27
"dime",27
"dime",42
"onle",34
"dior",55
"dior",50
"dime",43
"neal",160
"dior",56
"dior",49
"onle",38
"dior",53
"pmle",28
"dior",49
"dior",53
"onle",33
"dior",55
"onle",30
"neal",146
"pgfl",13
"pgfl",10
"neal",142
"dior",51
"neal",100
"pmle",25
"neal",160
"neal",82
"dime",31
"pgfl",9
"pmle",30
"pgfl",13
"pgfl",14
"dime",52
"onle",30
"remg",11
"neal",154
"onle",31
"pgfl",9
"neal",112
"pmle",29
"pmle",14
"pmle",23
"onle",17
"pmle",28
"pgfl",12
"dime",46
"onle",32
"onle",34
"neal",76
"pmle",28
"neal",52
"neal",128
"neal",69
"neal",47
"pgfl",15
"neal",74
"neal",148
"dior",55
"pgfl",16
"dior",53
"onle",22
"pmtr",23
"pgfl",11
"neal",170
"onle",13
"dior",55
"neal",102
"pgfl",8
"dior",52
"pgfl",11
"dior",67
"neal",172
"dior",56
"neal",70
"pgfl",12
"pmle",15
"dior",57
"neal",150
"dime",40
"neal",180
"dior",49
"disp",149
"neal",122
"neal",142
"dime",45
"dior",58
"dime",44
"onle",30
"remg",9
"neal",136
"dior",52
"neal",132
"dior",53
"neal",198
"dior",68
"dior",49
"dior",51
"neal",168
"dime",46
"onle",36
"pgfl",11
"onle",32
"neal",180
"dior",53
"dior",48
"dime",42
"remg",12
"remg",10
"dior",56
"neal",120
"neal",138
"dime",46
"dior",52
"dime",38
"neal",200
"neal",174
"dime",43
"dior",45
"dior",42
"pgfl",11
"dior",61
"pgfl",9
"dior",59
"dior",54
"dior",52
"dior",56
"neal",152
"dior",60
"dime",42
"dior",48
"pgfl",10
"dior",55
"dime",41
"dior",53
"onle",37
"dior",59
"onle",36
"dime",41
"dior",51
"dime",39
"neal",100
"neal",192
"neal",130
"dior",52
"dior",51
"dior",51
"dior",53
"onle",32
"neal",158
"dime",47
"neal",154
"onle",31
"dior",51
"neal",136
"pgfl",13
"dime",39
"dime",42
"dior",46
"dime",30
"onle",32
"neal",146
"spsp",128
"neal",118
"remg",10
"neal",126
"onle",32
"neal",102
"onle",37
"dior",52
"dior",43
"onle",33
"dime",45
"dior",52
"dior",51
"dior",58
"pgfl",10
"dior",48
"neal",128
"neal",132
"dime",48
"neal",114
"dior",55
"neal",172
"pgfl",11
"neal",134
"pgfl",8
"dior",54
"neal",134
"dime",33
"onle",37
"dior",50
"pmtr",28
"disp",132
"dime",49
"dime",49
"dime",48
"pmtr",25
"onle",40
"pgfl",7
"dior",43
"dime",46
"onle",23
"dime",46
"dime",42
"neal",180
"dior",49
"dime",51
"dime",50
"dime",45
"dior",53
"onle",14
"dime",43
"dime",46
"dime",42
"dime",48
"pgfl",12
"dime",46
"onle",27
"onle",40
"dime",36
"dior",42
"dior",46
"neal",120
"onle",22
"dime",40
"dime",44
"neal",28
"dior",47
"neal",134
"onle",15
"neal",25
"remg",10
"neal",134
"neal",142
"dime",44
"pgfl",13
"dime",53
"dior",63
"dime",50
"pmtr",42
"pgfl",13
"dime",38
"pgfl",12
"neal",178
"pgfl",13
"dime",42
"dime",35
"neal",130
"pgfl",12
"spsp",97
"pgfl",12
"pmtr",31
"pgfl",16
"pmtr",32
"spsp",82
"pmtr",33
"pgfl",10
"dior",58
"pmbo",20
"pgfl",13
"pgfl",11
"pgfl",11
"pgfl",11
"dime",44
"dior",59
"dime",30
"pgfl",15
"dime",42
"pgfl",11
"onar",21
"dime",47
"pgfl",11
"spsp",75
"pgfl",10
"pgfl",13
"pmtr",26
"pgfl",14
"pgfl",12
"neal",120
"pgfl",15
"pgfl",10
"neal",158
"dime",19
"pgfl",13
"dime",46
"pgfl",11
"pgfl",10
"pgfl",11
"pgfl",12
"pgfl",12
"dime",40
"pgfl",10
"dime",39
"pgfl",13
"pgfl",11
"dior",63
"pgfl",12
"dior",59
"dime",45
"dime",34
"onar",25
"pgfl",14
"dime",39
"pgfl",11
"neal",86
"dime",53
"pgfl",11
"pgfl",15
"dime",38
"dime",40
"pgfl",14
"neal",170
"neal",75
"dime",42
"dior",51
"neal",94
"dior",40
"dime",41
"pgfl",9
"dior",64
"neal",148
"dior",60
"dior",47
"neal",174
"dime",37
"neal",138
"pgfl",11
"dior",64
"pmtr",18
"dime",36
"dior",57
"dior",58
"neal",94
"dime",46
"dime",49
"dime",28
"disp",128
"pmtr",36
"dime",41
"dime",40
"dior",62
"dior",51
"dior",58
"onle",41
"pgfl",12
"dior",60
"dime",31
"dior",48
"dior",29
"neal",120
"dime",50
"dior",50
"neal",112
"dime",31
"neal",188
"onle",27
"dior",54
"dior",50
"neal",144
"dior",52
"pgfl",10
"neal",148
"dior",60
"onle",47
"dime",40
"dime",52
"dime",43
"pgfl",11
"dime",42
"dime",50
"onle",39
"pgfl",13
"dior",57
"pmle",27
"dime",36
"dime",39
"dime",30
"dior",54
"dime",42
"dior",56
"neal",205
"dior",53
"dior",49
"dior",57
"dime",37
"dior",45
"pgfl",15
"pgfl",14
"onle",37
"neal",150
"dime",45
"dior",38
"dior",51
"dime",50
"dior",50
"dior",50
"dior",58
"dime",36
"neal",140
"dior",49
"dior",55
"dior",44
"dime",43
"dime",42
"dime",28
"dior",49
"pmle",23
"dior",48
"dime",35
"dime",50
"dime",52
"neal",170
"pgfv",11
"pgfl",13
"pgfl",10
"onle",16
"dior",52
"dior",43
"dior",46
"dior",61
"dior",49
"dior",50
"neal",82
"dior",49
"dior",58
"neal",188
"neal",152
"dior",54
"neal",74
"neal",72
"dime",36
"pgfl",9
"pmle",21
"dior",55
"pgfl",12
"pgfl",9
"pmtr",26
"remg",14
"dime",39
"neal",174
"onle",34
"neal",172
"pgfl",11
"neal",160
"onle",35
"pgfl",11
"neal",174
"pgfl",12
"dior",48
"dior",30
"pgfl",12
"dior",49
"neal",148
"dior",51
"neal",114
"pgfl",16
"neal",172
"dior",59
"pgfl",14
"pgfl",13
"dior",39
"dior",49
"pgfl",8
"dior",49
"pmle",25
"dime",49
"pgfl",7
"neal",130
"dior",64
"dior",59
"dime",49
"pmbo",11
"dior",42
"neal",77
"pgfl",13
"dime",51
"neal",214
"onle",32
"pgfl",16
"pgfl",10
"dior",28
"pgfl",14
"spsp",56
"pmtr",26
"neal",130
"pgfl",15
"neal",68
"neal",60
"neal",170
"pgfl",15
"dior",33
"pgfl",7
"pgfl",11
"pgfl",13
"dior",55
"neal",100
"pgfl",10
"pgfl",12
"pgfl",13
"pgfl",11
"dior",29
"dime",43
"dior",47
"dior",62
"neal",147
"dime",45
"disp",130
"dime",40
"pgfl",10
"onle",36
"onle",31
"dime",39
"disp",132
"dime",46
"pgfl",11
"dime",46
"disp",136
"disp",130
"dime",45
"dior",50
"dior",55
"dime",39
"dime",35
