collector,date,sex,species,id_num,weight,adult,subadult,juvenile,M_testes_abd,M_testes_inguin,M_testes_scrot,F_vagina_imperf,F_vaging_perf,F_vagina_plug,F_nipple_sm,F_nipple_med,F_nipple_lg,F_lact_cond,F_preg_cond,condition,recap_stat,grid,trap_num,habitat
CARRON,1981-07-15,M,OCHPRI,W383O385,77,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,40,NaN
DEB,1981-07-15,U,OCHPRI,G362Y83,167,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,PIKA,R,NaN
DEB,1981-07-15,F,OCHPRI,G112O113,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,8,NaN
DEB,1981-07-15,F,OCHPRI,W90G76,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,10,NaN
DEB,1981-07-15,F,OCHPRI,Y355B356,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,6,NaN
DEB,1981-07-15,M,OCHPRI,R324R366,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,L,NaN
DEB,1981-07-15,M,OCHPRI,R324R366,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,2,NaN
DEB,1981-07-15,F,OCHPRI,Y370R375,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,7,NaN
DEB,1981-07-15,F,OCHPRI,Y370R375,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,O,NaN
DEB,1981-07-15,F,OCHPRI,O93G78,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,21,NaN
DEB,1981-07-15,F,OCHPRI,Y354O353,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,M,NaN
DEB,1981-07-15,F,OCHPRI,Y354O353,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,E,NaN
DEB,1981-07-15,F,OCHPRI,B378W361,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,C,NaN
DEB,1981-07-15,F,OCHPRI,Y106,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,10,NaN
DEB,1981-07-15,F,OCHPRI,Y106,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,K,NaN
DEB,1981-07-15,M,OCHPRI,R377G376,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,I,NaN
LOSLEB,1981-07-15,M,PERMAN,159,21.5,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,D-1,A3,ACME
LOSLEB,1981-07-15,M,PERMAN,160,23,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,D-1,I2,ACRO
CARRON,1981-07-15,M,PERMAN,401,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,MOUS,C1,ACRO
CARRON,1981-07-16,M,PERMAN,160,27,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,D-1,G3,TRRO
CARRON,1981-07-16,M,PERMAN,402,24,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D-1,A8,ACTR
FLEISC,1981-07-16,M,PERMAN,401,19,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,SM,B2,SITR
DEB,1981-07-17,M,PERMAN,426,21.2,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D-1,B1,AVRC
STEVE,1981-07-17,M,PERMAN,160,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,D-1,J1,CABC
DEB,1981-07-21,F,OCHPRI,B388O387,65,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,15,NaN
DEB,1981-07-21,M,OCHPRI,W393Y394,86,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,15,NaN
DEB,1981-07-21,F,OCHPRI,B390B389,106,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,35,NaN
STEVE,1981-07-21,U,OCHPRI,B392G391,58,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,MM,NaN
STEVE,1981-07-21,F,OCHPRI,W383O385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,OO,NaN
STEVE,1981-07-21,U,OCHPRI,W383O385,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,OO,NaN
STEVE,1981-07-22,M,MICLON,475,26,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,SADL,L06,WISD
DEB,1981-07-22,F,OCHPRI,G115,150,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,LL,NaN
DEB,1981-07-22,U,OCHPRI,B392G391,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,MM,NaN
DEB,1981-07-22,U,OCHPRI,B392G391,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,MM,NaN
DEB,1981-07-22,F,OCHPRI,R306B307,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,MM,NaN
DEB,1981-07-22,F,OCHPRI,G325O373,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,34,NaN
DEB,1981-07-22,F,OCHPRI,B390B389,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,35,NaN
DEBBY,1981-07-22,U,OCHPRI,G476Y371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,32,NaN
DEBBY,1981-07-22,F,OCHPRI,W90G76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,LL,NaN
STEVE,1981-07-22,F,OCHPRI,W396R395,82,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,15,NaN
STEVE,1981-07-22,F,VOLESP,474,13,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,SADL,K03,NaN
STEVE,1981-07-23,F,CLEGAP,427,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,SADL,L06,WICL
DEB,1981-07-23,F,OCHPRI,Y357G359,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,YY,NaN
DEB,1981-07-23,F,OCHPRI,B378W361,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,C,NaN
DEB,1981-07-23,F,OCHPRI,R302W304,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,Q2,NaN
DEB,1981-07-23,F,OCHPRI,B399400,78,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,22,NaN
DEBBY,1981-07-23,M,OCHPRI,W397W398,76,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,QQ,NaN
DEBBY,1981-07-23,F,OCHPRI,O93G78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,21,NaN
DEBBY,1981-07-23,M,OCHPRI,G321W322,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,24,NaN
DEB,1981-07-23,M,VOLESP,451,17,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,SADL,M05,WILL
DEB,1981-07-23,F,VOLESP,NaN,39,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,SADL,M04,NaN
DEB,1981-07-23,F,VOLESP,NaN,20,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,SADL,L05,WILL
STEVE,1981-07-23,M,VOLESP,428,15,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,SADL,Q07,BICA
STEVE,1981-07-23,M,VOLESP,NaN,15.5,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,SADL,L07,NaN
STEVE,1981-07-23,F,VOLESP,432,15,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,SADL,K02,WICT
CARRON,1981-07-29,U,MARFLA,NaN,2500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ESCA,NNN,PIKA,4,NaN
CARRON,1981-07-31,F,MARFLA,R104R103,3000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NNN,PIKA,9,NaN
CARRON,1981-07-31,M,MARFLA,BB,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,3,NaN
DEB,1981-07-31,M,MARFLA,B105B106,2500,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,2,NaN
DEB,1981-07-31,F,MARFLA,G107G108,3000,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NNN,PIKA,9,NaN
DEB,1981-08-03,F,MARFLA,Y109Y110,2500,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,MARM,B,NaN
CARRON,1981-08-03,U,MARFLA,BB,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,10,NaN
DEB,1981-08-03,U,MARFLA,RR,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,10,NaN
DEB,1981-08-03,U,MARFLA,GG,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,8,NaN
CARRON,1981-08-04,U,MARFLA,RR,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,12,NaN
CARRON,1981-08-04,U,MARFLA,YY,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,11,NaN
CARRON,1981-08-04,U,MARFLA,RR,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,11,NaN
CARRON,1981-08-04,U,MARFLA,YY,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,9,NaN
DEB,1981-08-04,U,MARFLA,BB,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,4,NaN
DEB,1981-08-04,F,MARFLA,W111W112,2000,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,3,NaN
DEB,1981-08-05,U,MARFLA,GG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOSE,YYY,NaN,NaN,NaN
DEB,1981-08-05,U,MARFLA,GG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOSE,YYY,NaN,10,NaN
DEB,1981-08-05,U,MARFLA,RR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,8,NaN
STEVE,1981-08-05,F,MARFLA,O113O114,2000,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,4,NaN
CARRON,1981-08-06,U,MARFLA,GG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOSE,YYY,NaN,8,NaN
DEB,1981-08-06,U,MARFLA,RR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,NaN,NaN
CARRON,1981-08-07,U,MARFLA,RR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,8,NaN
DEB,1981-08-07,U,MARFLA,GG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOSE,YYY,NaN,8A,NaN
DEB,1981-08-07,U,MARFLA,YY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,9A,NaN
CARRON,1981-08-09,U,MARFLA,GG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,NaN,NaN
DEB,1981-08-09,U,MARFLA,YY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,8,NaN
CARRON,1981-08-09,F,MARFLA,R125G126,3000,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,3,NaN
CARRON,1981-08-10,U,OCHPRI,GO,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,6,NaN
CARRON,1981-08-10,M,OCHPRI,WY,143,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,15,NaN
CARRON,1981-08-10,F,OCHPRI,G343R425,165,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,PIKA,18,NaN
DEB,1981-08-10,M,OCHPRI,GY,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,R,NaN
DEB,1981-08-10,F,OCHPRI,GG,170,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,27,NaN
DEB,1981-08-10,F,OCHPRI,R342B309,159,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,PIKA,23,NaN
DEB,1981-08-10,F,OCHPRI,BR,114,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,22,NaN
DEB,1981-08-10,F,OCHPRI,OG,144,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,16,NaN
CARRON,1981-08-11,F,MARFLA,O121B122,600,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,NaN,NaN,NaN
STEVE,1981-08-11,F,MARFLA,B117G119,750,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,NaN,8,NaN
CARRON,1981-08-11,F,OCHPRI,BW,160,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,I,NaN
CARRON,1981-08-11,M,OCHPRI,R33,156,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,PIKA,E,NaN
CARRON,1981-08-11,U,OCHPRI,RW,160,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOSE,YYY,PIKA,2,NaN
CARRON,1981-08-11,U,OCHPRI,YY,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,5,NaN
CARRON,1981-08-11,F,OCHPRI,YB,129,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,9,NaN
CARRON,1981-08-11,M,OCHPRI,GG,146,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,24,NaN
CARRON,1981-08-11,F,OCHPRI,GO,165,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,7,NaN
CARRON,1981-08-11,M,OCHPRI,RR,171,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,B,NaN
CARRON,1981-08-11,M,OCHPRI,RY,178,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,22,NaN
CARRON,1981-08-11,M,OCHPRI,W266267,134,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,24,NaN
DEB,1981-08-11,U,OCHPRI,WY,145,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,15,NaN
DEB,1981-08-11,U,OCHPRI,GR,172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,17,NaN
DEB,1981-08-11,M,OCHPRI,G344B318,150,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,PIKA,19,NaN
DEB,1981-08-11,U,OCHPRI,BR,115,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,22,NaN
DEB,1981-08-11,U,OCHPRI,OG,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,21,NaN
DEB,1981-08-11,F,OCHPRI,R380347,112,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,C,NaN
DEB,1981-08-11,F,OCHPRI,O345346,136,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,3,NaN
DEB,1981-08-11,F,OCHPRI,Y354O386,162,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,PIKA,O,NaN
STEVE,1981-08-11,U,OCHPRI,YY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,2,NaN
STEVE,1981-08-12,M,MARFLA,R129W128,550,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,8,TALU
STEVE,1981-08-12,M,MARFLA,O115W123,1000,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,8,TALU
STEVE,1981-08-12,F,MARFLA,G120W150,550,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,14,NaN
CARRON,1981-08-13,U,OCHPRI,GR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,17,NaN
CARRON,1981-08-13,U,OCHPRI,RY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,NaN,NaN
CARRON,1981-08-13,U,OCHPRI,GO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,8,NaN
DEB,1981-08-13,U,OCHPRI,RR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,C,NaN
DEBBIE,1981-08-13,U,OCHPRI,W,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,24,NaN
STEVE,1981-08-13,U,OCHPRI,YO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,M,NaN
STEVE,1981-08-13,U,OCHPRI,BW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,4,NaN
STEVE,1981-08-13,U,OCHPRI,R347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,Q,NaN
STEVE,1981-08-13,U,OCHPRI,YY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,5,NaN
STEVE,1981-08-13,U,OCHPRI,YB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,10,NaN
STEVE,1981-08-13,U,OCHPRI,OG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,16,NaN
STEVE,1981-08-13,U,OCHPRI,RY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,22,NaN
STEVE,1981-08-13,U,OCHPRI,GG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,27,NaN
STEVE,1981-08-13,M,OCHPRI,33,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,12,NaN
STEVE,1981-08-13,U,OCHPRI,O346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,3,NaN
CARRON,1981-08-13,F,OCHPRI,Y,155,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,11,NaN
DEBBIE,1981-08-13,F,OCHPRI,W251R395,116,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,PIKA,15,NaN
STEVE,1981-08-13,U,OCHPRI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,L,NaN
STEVE,1981-08-13,U,OCHPRI,RW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,2,NaN
STEVE,1981-08-13,U,OCHPRI,GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,19,NaN
STEVE,1981-08-13,U,OCHPRI,BR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,21,NaN
STEVE,1981-08-13,U,OCHPRI,GR,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,18,NaN
STEVE,1981-08-13,U,OCHPRI,W267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,24,NaN
